,user,0,1,2,3,4,5,6,7,8,9
0,000de81f,2.21547957989,0.863653730684,0.00662065051198,0.255767353372,0.367374511581,0.386015626723,-0.84587865549,0.998392993979,-0.858792683155,-0.954953377957
1,003086d0,-0.21720442692,2.42423949184,-1.31074984937,-0.64805138709,1.13514667758,0.459966900066,-1.11133658209,-1.3293682435,-1.25880961598,0.302651021488
2,00840131,0.360950310588,0.847098575185,-0.852878349824,-1.09111209661,-0.511633341132,0.279676119742,3.3252304879,1.4051140184,0.264442598293,0.539528088756
3,0086bd80,-0.155840048666,-0.166695208498,0.14200002766,1.6100719682,0.350911771588,0.883971203199,0.386871890379,-0.447467123545,-0.0057013832887,-1.32752642602
4,00953dda,0.558747093072,0.750833584352,0.382516009556,0.622158954171,0.986489428132,0.843316087261,-0.0867726454368,-0.485568301873,1.81001479151,-0.90283814665
5,00acaa3e,-0.495153418943,-0.881833686087,-0.0200963053811,-0.310054002793,2.54292597264,-0.223520088692,-0.551009464257,-0.515017427053,-1.21283977426,0.15650462793
6,00b254eb,0.235862655994,-0.151241933694,-0.362630909879,0.710601520669,-1.02590484499,0.314699156579,-1.66671461496,-0.140661679308,-0.744111850062,1.02256044046
7,00b405fd,1.77792407606,1.54572828126,-0.694644048683,-0.189810030419,0.283783405241,-0.155306151647,1.20747468076,0.897113877009,-2.10245139806,-0.675318794658
8,00c8c89e,0.125549273269,0.213506544855,0.575878715725,-0.604062001378,0.601287507436,1.15307569803,-0.704380537979,-1.30602197372,-0.754115388305,-0.377888916908
9,00cd63e9,0.412271075721,1.4874884948,-0.0972741095741,-1.38148937788,-0.389378109164,-0.660625953312,0.0358888488587,0.498448752993,0.819641223646,0.200036252121
10,010340cd,-1.7734807927,-1.3374590846,0.810468698391,1.23572487316,0.646013184531,-2.09722022964,-1.25474332639,-2.51438041529,-1.27617196517,0.265844397733
11,0137982b,-0.622523605102,-0.665127381866,0.339117441139,-0.559548712986,-0.307509912949,-0.138630554888,-0.772664718664,-1.00280648252,0.608522980694,1.1289532774
12,0146fac0,0.370899672263,0.0928530876993,0.548278290985,0.154740171768,0.380052271126,-0.0419061437861,1.54272718867,1.05265013783,0.648512676753,0.451050060825
13,0182d3a7,-0.18260369653,-1.06922057198,-2.13570698384,1.16200886585,1.27919814982,1.51583201875,-0.894387623872,-1.20456770017,-0.586633348749,-0.4839977728
14,01c2771b,0.63763219462,1.02560489769,0.72121521662,1.49868091027,0.872471245527,0.788130032127,0.313996057924,-1.06603944609,-0.985017323585,0.0544872112588
15,026a8b96,-0.748587666849,-0.947998082321,2.44943154118,0.215477406997,-2.86671296362,0.743768584493,-0.142537337596,2.92939077161,-0.809963152839,-0.981480339291
16,02703d85,-0.302709566025,1.18583372334,1.14140255732,1.07319479949,0.100505693911,-0.251514167762,-0.191152127735,-0.277529518741,-0.9360462736,-0.711486588466
17,0270c208,0.242155712063,0.461231919455,-0.656957170987,2.07185147141,0.101145329899,-1.19169271138,-1.09140278012,0.172499082684,0.469623970854,-0.474055702802
18,02979b3b,-0.178246794263,-0.775778934443,-0.160589502117,1.33812302071,0.245434851824,-1.42316176747,1.41473382501,-0.780495395734,-0.959988516793,0.472462187902
19,02cb16cd,1.06793543577,0.35427917512,-0.234119825662,-0.255697437792,1.85515743412,0.946494368114,0.646493418304,1.20144400028,-1.41512690503,0.803137706045
20,02d26a7a,0.852144978641,-0.287411376793,1.97708470875,0.584315037604,0.375496531334,-1.00340300566,0.517710139541,-1.29958279577,-2.47999173459,1.03353148785
21,03221daa,0.464164069693,1.13925770461,-1.48183700669,2.2860687791,-0.120472503511,1.31173484041,-0.0187992857835,-1.23487900742,-1.94507168536,-2.34915239522
22,036e7852,-0.806845886803,1.05223213697,-1.99129313727,-0.536995946076,2.12350328375,0.376428663786,0.902878941848,0.00799675536603,-0.466625313417,-2.4321193424
23,03879785,-1.41337442807,0.661341639122,0.96609875281,1.644766615,-0.082070648468,-1.03574697397,-0.121148058007,-0.825358274038,-0.150096061134,0.27363220782
24,03a8eba1,-1.4078891976,1.07056318345,-1.04669121704,2.43820090034,-0.0737540324794,0.45502291703,1.57648075892,0.0907394695812,-0.322126262302,0.015445681183
25,03cfd7c5,0.15853136259,2.27236016416,1.11318200952,0.946164512057,-0.517834673011,0.810593150167,1.13518293876,-0.76190655649,-0.518798682498,-0.786031772044
26,03e0a35d,-1.05753992253,1.2999411009,-0.890941553484,0.553278211474,-0.561653566299,-1.90469231927,0.370330429239,-1.51782093054,0.0027371655266,1.70746491697
27,03f2a8fd,0.684308217125,0.829146439761,-0.895463432761,-0.293683131688,-0.701821497956,-0.230756722138,-0.687500642089,-1.551645837,-1.11079904822,1.27556965021
28,03f2e575,-0.248684197503,-0.106218303629,2.36631395588,-0.663129181856,1.57190343204,-1.42532314276,1.20786161663,0.604582877081,0.147506471734,1.04550927996
29,03f52577,-1.24761426312,-0.16959882516,0.923277341162,0.468832088054,1.22427427016,-0.379738537869,1.39918282868,-1.77842029212,-0.696731897492,-0.106853904516
30,040796dd,-0.435782380876,0.466803864941,-1.01185918227,0.956961418724,0.525843383199,1.03663911516,0.528782160683,-0.160117592885,-0.141255749058,1.38078189476
31,049552f3,1.08988724583,-0.995426598335,-0.583830998066,1.19763692342,1.67299628191,-0.343805241864,0.102656732905,1.21173493658,-0.122447472609,0.0348852236385
32,04abbda7,2.55889778984,1.24469769067,-1.00854457374,-0.243699102379,1.91021239411,0.485614405464,-1.01325453094,0.484945679723,0.198214707166,0.689949468867
33,04ddd80f,-0.477375832124,1.05287826183,-1.0706467961,0.707554130718,-0.365996715864,-1.91524231526,-1.95595386906,0.354033118773,0.418337325783,-1.10862450875
34,04fc75b2,0.3368405892,-1.78124376267,-0.321747014617,-0.156133941071,-1.33109423784,-0.107614423623,0.514452343358,-0.962443232312,-0.937500746118,0.0193593679224
35,0525497d,1.21284693951,-0.486191730979,-1.56027455526,0.354178280108,1.04507232754,-1.2977091253,-0.268007110301,0.505929528757,-0.718849597235,-0.153674182935
36,05669ea2,0.630551467681,1.07607283902,-0.473181295065,-0.279076577821,-1.04589132262,1.17019144965,1.05265418968,0.782569121299,0.668286573795,-0.170782714324
37,058e1e29,-0.857151597877,-0.395073959717,0.615424717927,-1.52091012663,0.589021514797,-0.255550694735,0.0539914848339,-1.19614371468,-0.886091482569,-0.223830459404
38,060a1e72,0.700439701776,0.964101827439,0.0627384027003,-1.65303331172,0.555475186093,-1.2228742973,0.848223058102,0.945905503475,0.912601642713,0.760996722118
39,060e5480,-0.959894420739,0.929669591413,-2.01556708529,0.00593457913656,-1.12130973375,-0.430345554491,-1.73175796342,1.11818795011,-0.901030694413,0.169304124567
40,06773a2a,0.747154008864,0.808501997955,-1.07531722535,0.706510417677,-2.06310706686,0.0438101233162,-0.900262967148,-0.755563615754,0.714369138491,-0.515091858618
41,069aeddd,0.285361821091,-0.489350706964,-1.66513639638,0.918946200017,-0.162636681534,0.435039972326,-2.27610343959,-0.472127401962,-0.963636494515,0.454172516177
42,06a2bcaf,-0.832709800446,1.91213457997,-1.59424476261,-0.456534071966,-1.44059246886,1.04951676727,-1.41702546508,-0.168402690585,-0.259896849066,1.27536127218
43,06b06aca,-0.575813510306,-0.678338934849,1.3696401504,0.337080978893,-0.48910220622,0.818736050732,1.08711268116,-1.00804254576,-0.220266295422,-1.66090874239
